District,Crop,Area,Production,Yield
Junagadh,GNUT,4387,8661,1974
Junagadh,GNUT,4341,2858,658
Junagadh,GNUT,4067,4152,1021
Junagadh,GNUT,4459,7196,1614
Junagadh,GNUT,4586,4133,901
Junagadh,GNUT,4327,11893,2749
Junagadh,GNUT,4317,5942,1376
Junagadh,GNUT,4194,8655,2064
Junagadh,GNUT,3954,4547,1150
Junagadh,GNUT,4072,7327,1799
Junagadh,GNUT,4230,8092,1913
Kutchh,GNUT,260,67,230
Kutchh,GNUT,714,404,545
Kutchh,GNUT,723,311,429
Kutchh,GNUT,302,85,281
Kutchh,GNUT,497,339,684
Kutchh,GNUT,507,215,425
Kutchh,GNUT,481,113,234
Kutchh,GNUT,459,331,721
Kutchh,GNUT,370,192,518
Kutchh,GNUT,331,212,642
Kutchh,GNUT,391,466,1191
Kutchh,GNUT,399,485,1148
Kutchh,GNUT,404,67,166
Kutchh,GNUT,450,206,456
Kutchh,GNUT,124,71,653
Kutchh,GNUT,309,300,921
Kutchh,GNUT,400,292,627
Kutchh,GNUT,379,359,937
Kutchh,GNUT,574,449,783
Kutchh,GNUT,783,359,219
Kutchh,GNUT,587,524,785
Kutchh,GNUT,345,658,895
Kutchh,GNUT,897,624,696
Kutchh,GNUT,906,779,860
Kutchh,GNUT,854,787,922
Kutchh,GNUT,719,667,843
Kutchh,GNUT,831,662,797
Kutchh,GNUT,263,512,1747
Kutchh,GNUT,865,1466,1695
Kutchh,GNUT,904,913,1010
Kutchh,GNUT,738,1348,1826
Kutchh,GNUT,785,933,1188
Kutchh,GNUT,925,1548,1674
Kutchh,GNUT,541,919,1699
Kutchh,GNUT,870,1343,1544
Kutchh,GNUT,1047,1060,1012
Kutchh,GNUT,757,703,929
Kutchh,GNUT,1120,1638,1463
Kutchh,GNUT,920,1416,1539
Kutchh,GNUT,763,1153,1511
Kutchh,GNUT,761,1087,1428
Kutchh,GNUT,840,1017,1211
Kutchh,GNUT,535,537,1414
Kutchh,GNUT,776,1217,1568
Kutchh,GNUT,578,650,1125
Kutchh,GNUT,335,473,1412
Kutchh,GNUT,629,1014,1612
Kutchh,GNUT,771,1209,1568
Kutchh,GNUT,640,1023,1598
Rajkot,GNUT,3649,2197,602
Rajkot,GNUT,4253,2088,491
Rajkot,GNUT,4247,1991,457
Rajkot,GNUT,3402,2393,703
Rajkot,GNUT,3716,3381,910
Rajkot,GNUT,4009,1967,490
Rajkot,GNUT,4030,1576,391
Rajkot,GNUT,4103,2290,558
Rajkot,GNUT,4090,1614,395
Rajkot,GNUT,3706,1593,430
Rajkot,GNUT,3457,3324,961
Rajkot,GNUT,3622,2252,622
Rajkot,GNUT,3621,794,219
Rajkot,GNUT,3146,2186,695
Rajkot,GNUT,2833,330,116
Rajkot,GNUT,3161,4333,1371
Rajkot,GNUT,4019,3623,901
Rajkot,GNUT,4110,3241,788
Rajkot,GNUT,4198,3286,783
Rajkot,GNUT,4165,3011,723
Rajkot,GNUT,3395,582,171
Rajkot,GNUT,4038,614,152
Rajkot,GNUT,3984,1182,297
Rajkot,GNUT,4169,2258,542
Rajkot,GNUT,4049,2285,564
Rajkot,GNUT,3700,245,66
Rajkot,GNUT,3609,1401,388
Rajkot,GNUT,2645,10,4
Rajkot,GNUT,3501,5699,1628
Rajkot,GNUT,4466,2909,651
Rajkot,GNUT,3395,582,171
Rajkot,GNUT,4038,614,152
Rajkot,GNUT,3912,3138,802
Rajkot,GNUT,4632,179,39
Rajkot,GNUT,4244,4760,1122
Rajkot,GNUT,4421,817,185
Rajkot,GNUT,4342,5354,1233
Rajkot,GNUT,4247,6157,1450
Rajkot,GNUT,4210,1283,1255
Rajkot,GNUT,4032,267,66
Rajkot,GNUT,3812,217,57
Rajkot,GNUT,3683,4659,1265
Rajkot,GNUT,4308,540,125
Rajkot,GNUT,3707,8583,2315
Rajkot,GNUT,4202,3307,787
Rajkot,GNUT,3820,8125,2127
Rajkot,GNUT,4043,1986,491
Rajkot,GNUT,3875,8097,2090
Rajkot,GNUT,3868,3759,972
Surendranagar,GNUT,680,337,497
Surendranagar,GNUT,848,438,518
Surendranagar,GNUT,1134,358,315
Surendranagar,GNUT,812,340,419
Surendranagar,GNUT,853,400,469
Surendranagar,GNUT,686,171,249
Surendranagar,GNUT,586,234,398
Surendranagar,GNUT,623,279,446
Surendranagar,GNUT,557,94,168
Surendranagar,GNUT,274,176,642
Surendranagar,GNUT,440,303,690
Surendranagar,GNUT,375,134,358
Surendranagar,GNUT,292,97,135
Surendranagar,GNUT,167,136,782
Surendranagar,GNUT,192,111,12
Surendranagar,GNUT,106,102,744
Surendranagar,GNUT,281,205,518
Surendranagar,GNUT,391,267,311
Surendranagar,GNUT,311,390,219
Surendranagar,GNUT,356,217,294
Surendranagar,GNUT,231,260,810
Surendranagar,GNUT,296,233,787
Surendranagar,GNUT,176,132,750
Surendranagar,GNUT,215,220,1023
Surendranagar,GNUT,253,98,387
Surendranagar,GNUT,192,28,146
Surendranagar,GNUT,237,83,350
Surendranagar,GNUT,303,32,106
Surendranagar,GNUT,231,260,810
Surendranagar,GNUT,296,233,787
Surendranagar,GNUT,245,305,1245
Surendranagar,GNUT,416,260,625
Surendranagar,GNUT,377,433,1149
Surendranagar,GNUT,294,158,537
Surendranagar,GNUT,316,289,915
Surendranagar,GNUT,298,254,852
Surendranagar,GNUT,251,276,1100
Surendranagar,GNUT,276,361,1308
Surendranagar,GNUT,240,343,1429
Surendranagar,GNUT,225,212,942
Surendranagar,GNUT,218,222,1018
Surendranagar,GNUT,234,233,996
Surendranagar,GNUT,220,268,1216
Surendranagar,GNUT,253,455,1798
Surendranagar,GNUT,232,352,1517
Surendranagar,GNUT,235,455,1936
Surendranagar,GNUT,215,412,1916
Surendranagar,GNUT,184,427,2321
Surendranagar,GNUT,218,400,1835
Ahmedabad,COTTON,2622,2237,154
Ahmedabad,COTTON,2341,2009,150
Ahmedabad,COTTON,2610,2017,139
Ahmedabad,COTTON,2228,1622,131
Ahmedabad,COTTON,2352,1880,144
Ahmedabad,COTTON,2135,1703,144
Ahmedabad,COTTON,2118,1553,132
Ahmedabad,COTTON,1708,1371,145
Ahmedabad,COTTON,2335,1760,135
Ahmedabad,COTTON,2463,1995,146
Ahmedabad,COTTON,1865,1646,159
Ahmedabad,COTTON,2584,3410,238
Ahmedabad,COTTON,2196,1116,92
Ahmedabad,COTTON,2420,2030,151
Ahmedabad,COTTON,1735,1460,152
Ahmedabad,COTTON,1882,1648,149
Ahmedabad,COTTON,1826,1290,120
Ahmedabad,COTTON,1615,1344,141
Ahmedabad,COTTON,1746,1569,153
Ahmedabad,COTTON,1764,1261,122
Ahmedabad,COTTON,1765,1267,122
Ahmedabad,COTTON,1252,1621,220
Ahmedabad,COTTON,1942,970,85
Ahmedabad,COTTON,1403,843,102
Ahmedabad,COTTON,1373,1242,154
Ahmedabad,COTTON,1461,1483,173
Ahmedabad,COTTON,1310,381,49
Ahmedabad,COTTON,253,40,27
Ahmedabad,COTTON,911,624,116
Ahmedabad,COTTON,1551,1887,207
Ahmedabad,COTTON,1214,2080,291
Ahmedabad,COTTON,1569,1219,132
Ahmedabad,COTTON,1489,1532,175
Ahmedabad,COTTON,1516,1702,191
Ahmedabad,COTTON,1214,1541,216
Ahmedabad,COTTON,1452,1497,175
Ahmedabad,COTTON,1515,1890,212
Ahmedabad,COTTON,1549,1815,199
Ahmedabad,COTTON,1788,2931,279
Ahmedabad,COTTON,1511,1827,206
Ahmedabad,COTTON,1680,928,94
Ahmedabad,COTTON,1826,1045,97
Ahmedabad,COTTON,1643,1134,117
Ahmedabad,COTTON,1680,2463,249
Ahmedabad,COTTON,1895,3327,298
Ahmedabad,COTTON,1703,2661,266
Ahmedabad,COTTON,1748,2211,215
Ahmedabad,COTTON,1852,2569,236
Ahmedabad,COTTON,1939,2682,235
Banaskantha,COTTON,156,31,35
Banaskantha,COTTON,160,133,145
Banaskantha,COTTON,249,219,158
Banaskantha,COTTON,214,141,119
Banaskantha,COTTON,278,246,159
Banaskantha,COTTON,267,183,124
Banaskantha,COTTON,273,181,119
Banaskantha,COTTON,222,182,147
Banaskantha,COTTON,156,138,159
Banaskantha,COTTON,136,151,199
Banaskantha,COTTON,129,266,124
Banaskantha,COTTON,227,391,231
Banaskantha,COTTON,110,96,158
Banaskantha,COTTON,158,198,163
Banaskantha,COTTON,51,50,289
Banaskantha,COTTON,123,133,117
Banaskantha,COTTON,136,184,382
Banaskantha,COTTON,170,291,247
Banaskantha,COTTON,127,248,246
Banaskantha,COTTON,109,175,344
Banaskantha,COTTON,251,431,220
Banaskantha,COTTON,342,598,361
Banaskantha,COTTON,318,257,137
Banaskantha,COTTON,285,243,145
Banaskantha,COTTON,269,583,368
Banaskantha,COTTON,271,198,124
Banaskantha,COTTON,248,172,118
Banaskantha,COTTON,2,2,161
Banaskantha,COTTON,265,244,157
Banaskantha,COTTON,263,275,178
Banaskantha,COTTON,198,191,164
Banaskantha,COTTON,172,126,125
Banaskantha,COTTON,172,185,183
Banaskantha,COTTON,214,316,251
Banaskantha,COTTON,197,196,169
Banaskantha,COTTON,233,221,161
Banaskantha,COTTON,207,286,235
Banaskantha,COTTON,226,333,250
Banaskantha,COTTON,239,366,260
Banaskantha,COTTON,177,114,109
Banaskantha,COTTON,228,155,116
Banaskantha,COTTON,191,177,157
Banaskantha,COTTON,204,186,156
Banaskantha,COTTON,45,180,680
Banaskantha,COTTON,61,259,722
Banaskantha,COTTON,146,584,680
Banaskantha,COTTON,169,874,879
Banaskantha,COTTON,248,872,598
Banaskantha,COTTON,282,1146,691
Vadodara,COTTON,2357,2245,171
Vadodara,COTTON,2348,2584,193
Vadodara,COTTON,2426,3187,236
Vadodara,COTTON,2563,2399,168
Vadodara,COTTON,2518,2598,186
Vadodara,COTTON,2442,2737,202
Vadodara,COTTON,2470,2612,190
Vadodara,COTTON,2502,2829,204
Vadodara,COTTON,2532,3477,247
Vadodara,COTTON,2596,4014,278
Vadodara,COTTON,2467,2090,153
Vadodara,COTTON,2453,2902,213
Vadodara,COTTON,2624,2467,169
Vadodara,COTTON,2782,2207,143
Vadodara,COTTON,2534,2108,150
Vadodara,COTTON,2388,1767,126
Vadodara,COTTON,2304,1426,105
Vadodara,COTTON,2366,1724,124
Vadodara,COTTON,2392,2419,172
Vadodara,COTTON,2230,2216,169
Vadodara,COTTON,1972,2363,204
Vadodara,COTTON,1892,2751,247
Vadodara,COTTON,1880,2830,256
Vadodara,COTTON,1732,2717,267
Vadodara,COTTON,1736,3257,321
Vadodara,COTTON,1972,3701,319
Vadodara,COTTON,1927,2030,179
Vadodara,COTTON,1665,813,83
Vadodara,COTTON,1414,1601,192
Vadodara,COTTON,1359,1865,233
Vadodara,COTTON,1196,1541,219
Vadodara,COTTON,1297,1554,204
Vadodara,COTTON,1385,2149,264
Vadodara,COTTON,1229,1968,272
Vadodara,COTTON,1228,1491,206
Vadodara,COTTON,1406,2124,257
Vadodara,COTTON,1501,3007,341
Vadodara,COTTON,1498,2461,279
Vadodara,COTTON,1770,3680,353
Vadodara,COTTON,1780,2894,276
Vadodara,COTTON,1577,1735,187
Vadodara,COTTON,1781,1584,151
Vadodara,COTTON,1584,2438,262
Vadodara,COTTON,1581,3164,340
Vadodara,COTTON,1728,4499,541
Vadodara,COTTON,1781,4639,443
Vadodara,COTTON,1852,4153,381
Vadodara,COTTON,1734,4562,447
Vadodara,COTTON,1665,5543,566
Bharuch,COTTON,2332,2018,156
Bharuch,COTTON,2332,1465,110
Bharuch,COTTON,2348,2596,200
Bharuch,COTTON,2375,1992,151
Bharuch,COTTON,2262,1929,154
Bharuch,COTTON,2344,1707,131
Bharuch,COTTON,2398,1764,132
Bharuch,COTTON,2319,2067,160
Bharuch,COTTON,2269,2035,161
Bharuch,COTTON,2450,2882,212
Bharuch,COTTON,2032,1843,163
Bharuch,COTTON,2347,2576,198
Bharuch,COTTON,2439,1785,132
Bharuch,COTTON,2426,999,74
Bharuch,COTTON,2192,1224,101
Bharuch,COTTON,1876,1023,94
Bharuch,COTTON,1315,582,75
Bharuch,COTTON,1349,501,63
Bharuch,COTTON,1485,1407,161
Bharuch,COTTON,1336,977,124
Bharuch,COTTON,1503,1383,156
Bharuch,COTTON,1296,1076,141
Bharuch,COTTON,866,754,148
Bharuch,COTTON,625,1533,417
Bharuch,COTTON,666,645,165
Bharuch,COTTON,671,1250,317
Bharuch,COTTON,805,555,117
Bharuch,COTTON,578,238,70
Bharuch,COTTON,654,714,186
Bharuch,COTTON,556,519,159
Bharuch,COTTON,497,521,178
Bharuch,COTTON,567,744,223
Bharuch,COTTON,715,1162,276
Bharuch,COTTON,692,1088,267
Bharuch,COTTON,846,791,159
Bharuch,COTTON,1014,1172,196
Bharuch,COTTON,943,1384,250
Bharuch,COTTON,1117,1355,206
Bharuch,COTTON,1409,2857,345
Bharuch,COTTON,1354,2530,318
Bharuch,COTTON,1574,1480,160
Bharuch,COTTON,1546,1660,182
Bharuch,COTTON,1611,1231,225
Bharuch,COTTON,1329,1919,245
Bharuch,COTTON,1297,3350,439
Bharuch,COTTON,1480,3093,355
Bharuch,COTTON,1531,2571,285
Bharuch,COTTON,1294,2173,285
Bharuch,COTTON,1336,2039,259
Gandhinagar,COTTON,80,71,159
Gandhinagar,COTTON,87,96,199
Gandhinagar,COTTON,77,89,226
Gandhinagar,COTTON,99,171,328
Gandhinagar,COTTON,95,76,144
Gandhinagar,COTTON,100,69,124
Gandhinagar,COTTON,9,62,119
Gandhinagar,COTTON,83,68,147
Gandhinagar,COTTON,80,71,159
Gandhinagar,COTTON,87,96,199
Gandhinagar,COTTON,77,89,226
Gandhinagar,COTTON,99,171,328
Gandhinagar,COTTON,127,111,329
Gandhinagar,COTTON,204,256,302
Gandhinagar,COTTON,182,181,220
Gandhinagar,COTTON,172,185,167
Gandhinagar,COTTON,172,233,141
Gandhinagar,COTTON,157,268,207
Gandhinagar,COTTON,136,266,270
Gandhinagar,COTTON,140,226,151
Gandhinagar,COTTON,42,72,413
Gandhinagar,COTTON,5,9,412
Gandhinagar,COTTON,3,5,283
Gandhinagar,COTTON,2,5,425
Gandhinagar,COTTON,2,5,523
Gandhinagar,COTTON,2,9,582
Gandhinagar,COTTON,5,14,441
Gandhinagar,COTTON,25,24,161
Gandhinagar,COTTON,39,82,356
Gandhinagar,COTTON,30,80,452
Gandhinagar,COTTON,22,60,457
Gandhinagar,COTTON,16,34,348
Gandhinagar,COTTON,18,56,524
Gandhinagar,COTTON,19,56,517
Gandhinagar,COTTON,31,116,636
Gandhinagar,COTTON,42,124,503
Gandhinagar,COTTON,47,147,533
Gandhinagar,COTTON,32,103,550
Gandhinagar,COTTON,54,201,634
Gandhinagar,COTTON,37,126,258
Gandhinagar,COTTON,24,32,233
Gandhinagar,COTTON,38,60,268
Gandhinagar,COTTON,32,107,567
Gandhinagar,COTTON,180,506,478
Gandhinagar,COTTON,327,1171,609
Gandhinagar,COTTON,159,607,649
Gandhinagar,COTTON,266,1001,640
Gandhinagar,COTTON,321,1224,647
Gandhinagar,COTTON,338,1243,625
Kheda,COTTON,695,541,140
Kheda,COTTON,605,639,185
Kheda,COTTON,574,1152,268
Kheda,COTTON,622,664,192
Kheda,COTTON,647,606,169
Kheda,COTTON,638,408,115
Kheda,COTTON,628,534,153
Kheda,COTTON,561,607,195
Kheda,COTTON,582,398,123
Kheda,COTTON,539,653,218
Kheda,COTTON,697,839,217
Kheda,COTTON,696,1129,292
Kheda,COTTON,734,1113,273
Kheda,COTTON,672,855,229
Kheda,COTTON,703,1093,280
Kheda,COTTON,680,726,181
Kheda,COTTON,693,880,216
Kheda,COTTON,710,783,187
Kheda,COTTON,596,475,135
Kheda,COTTON,607,903,253
Kheda,COTTON,473,454,163
Kheda,COTTON,466,422,154
Kheda,COTTON,481,364,286
Kheda,COTTON,347,384,188
Kheda,COTTON,268,448,284
Kheda,COTTON,270,354,223
Kheda,COTTON,321,357,189
Kheda,COTTON,151,47,53
Kheda,COTTON,213,250,199
Kheda,COTTON,157,273,296
Kheda,COTTON,137,254,315
Kheda,COTTON,136,177,221
Kheda,COTTON,127,168,225
Kheda,COTTON,123,226,312
Kheda,COTTON,128,364,483
Kheda,COTTON,146,302,352
Kheda,COTTON,168,331,341
Kheda,COTTON,161,270,285
Kheda,COTTON,151,392,441
Kheda,COTTON,155,241,254
Kheda,COTTON,145,187,219
Kheda,COTTON,133,160,205
Kheda,COTTON,143,375,447
Kheda,COTTON,179,398,378
Kheda,COTTON,206,653,539
Kheda,COTTON,232,710,520
Kheda,COTTON,156,437,476
Kheda,COTTON,166,588,602
Kheda,COTTON,293,940,545
Mehsana,COTTON,830,651,141
Mehsana,COTTON,912,797,152
Mehsana,COTTON,1142,1077,169
Mehsana,COTTON,1038,709,123
Mehsana,COTTON,1098,918,151
Mehsana,COTTON,990,629,114
Mehsana,COTTON,1034,867,151
Mehsana,COTTON,910,905,179
Mehsana,COTTON,1038,706,122
Mehsana,COTTON,884,718,146
Mehsana,COTTON,692,1214,316
Mehsana,COTTON,1036,1706,296
Mehsana,COTTON,958,1529,287
Mehsana,COTTON,1051,1439,247
Mehsana,COTTON,651,983,272
Mehsana,COTTON,947,1416,254
Mehsana,COTTON,971,1379,241
Mehsana,COTTON,845,1475,297
Mehsana,COTTON,912,1464,273
Mehsana,COTTON,798,863,184
Mehsana,COTTON,691,1265,311
Mehsana,COTTON,728,1304,305
Mehsana,COTTON,812,1309,274
Mehsana,COTTON,797,697,149
Mehsana,COTTON,780,1422,310
Mehsana,COTTON,720,878,207
Mehsana,COTTON,676,575,145
Mehsana,COTTON,148,381,438
Mehsana,COTTON,186,365,337
Mehsana,COTTON,769,933,206
Mehsana,COTTON,735,799,185
Mehsana,COTTON,797,891,190
Mehsana,COTTON,688,831,205
Mehsana,COTTON,747,1010,230
Mehsana,COTTON,788,1281,276
Mehsana,COTTON,1091,1788,279
Mehsana,COTTON,1109,1743,267
Mehsana,COTTON,999,1984,338
Mehsana,COTTON,1076,1912,302
Mehsana,COTTON,840,1051,213
Mehsana,COTTON,1089,1044,163
Mehsana,COTTON,1127,1466,221
Mehsana,COTTON,1020,1225,204
Mehsana,COTTON,368,804,371
Mehsana,COTTON,467,1122,408
Mehsana,COTTON,463,1271,467
Mehsana,COTTON,477,1234,440
Mehsana,COTTON,434,1201,470
Mehsana,COTTON,413,1442,594
Panchmahal,COTTON,244,164,121
Panchmahal,COTTON,272,278,179
Panchmahal,COTTON,252,371,265
Panchmahal,COTTON,266,225,152
Panchmahal,COTTON,300,267,160
Panchmahal,COTTON,273,107,70
Panchmahal,COTTON,269,178,119
Panchmahal,COTTON,288,236,147
Panchmahal,COTTON,291,256,159
Panchmahal,COTTON,312,346,199
Panchmahal,COTTON,278,323,213
Panchmahal,COTTON,285,491,329
Panchmahal,COTTON,356,510,233
Panchmahal,COTTON,372,468,156
Panchmahal,COTTON,410,408,117
Panchmahal,COTTON,443,477,137
Panchmahal,COTTON,476,643,161
Panchmahal,COTTON,479,418,148
Panchmahal,COTTON,429,538,213
Panchmahal,COTTON,433,312,123
Panchmahal,COTTON,417,216,88
Panchmahal,COTTON,375,481,218
Panchmahal,COTTON,356,280,138
Panchmahal,COTTON,307,374,207
Panchmahal,COTTON,303,556,312
Panchmahal,COTTON,309,488,268
Panchmahal,COTTON,278,229,140
Panchmahal,COTTON,241,73,51
Panchmahal,COTTON,237,267,192
Panchmahal,COTTON,233,186,136
Panchmahal,COTTON,116,74,108
Panchmahal,COTTON,96,103,182
Panchmahal,COTTON,172,198,196
Panchmahal,COTTON,158,237,255
Panchmahal,COTTON,82,194,402
Panchmahal,COTTON,88,167,323
Panchmahal,COTTON,69,153,377
Panchmahal,COTTON,72,159,375
Panchmahal,COTTON,61,158,440
Panchmahal,COTTON,69,106,261
Panchmahal,COTTON,56,38,115
Panchmahal,COTTON,76,74,165
Panchmahal,COTTON,69,80,196
Panchmahal,COTTON,72,184,434
Panchmahal,COTTON,104,337,551
Panchmahal,COTTON,104,255,417
Panchmahal,COTTON,101,157,264
Panchmahal,COTTON,91,251,469
Panchmahal,COTTON,72,152,359
Sabarkantha,COTTON,1111,955,155
Sabarkantha,COTTON,1130,742,179
Sabarkantha,COTTON,1173,1483,228
Sabarkantha,COTTON,1183,1098,167
Sabarkantha,COTTON,1336,1314,177
Sabarkantha,COTTON,1175,1046,160
Sabarkantha,COTTON,1100,950,156
Sabarkantha,COTTON,1030,1009,176
Sabarkantha,COTTON,1025,579,102
Sabarkantha,COTTON,1027,1156,203
Sabarkantha,COTTON,1102,1395,228
Sabarkantha,COTTON,1013,1317,234
Sabarkantha,COTTON,1121,1772,285
Sabarkantha,COTTON,971,1243,231
Sabarkantha,COTTON,1328,2129,289
Sabarkantha,COTTON,1266,1486,199
Sabarkantha,COTTON,1265,1199,161
Sabarkantha,COTTON,1274,1506,201
Sabarkantha,COTTON,1223,1321,184
Sabarkantha,COTTON,1239,1500,206
Sabarkantha,COTTON,1112,2118,324
Sabarkantha,COTTON,1178,1994,288
Sabarkantha,COTTON,1209,1552,218
Sabarkantha,COTTON,1169,1984,289
Sabarkantha,COTTON,1126,2449,370
Sabarkantha,COTTON,1155,2460,362
Sabarkantha,COTTON,1039,1336,219
Sabarkantha,COTTON,847,307,62
Sabarkantha,COTTON,914,896,167
Sabarkantha,COTTON,555,670,205
Sabarkantha,COTTON,165,244,251
Sabarkantha,COTTON,186,199,182
Sabarkantha,COTTON,146,197,229
Sabarkantha,COTTON,80,146,310
Sabarkantha,COTTON,100,235,400
Sabarkantha,COTTON,138,410,515
Sabarkantha,COTTON,139,394,482
Sabarkantha,COTTON,239,564,401
Sabarkantha,COTTON,354,950,456
Sabarkantha,COTTON,348,515,252
Sabarkantha,COTTON,347,393,193
Sabarkantha,COTTON,351,517,250
Sabarkantha,COTTON,312,291,159
Sabarkantha,COTTON,377,1401,632
Sabarkantha,COTTON,861,2932,579
Sabarkantha,COTTON,713,3213,766
Sabarkantha,COTTON,933,2135,389
Sabarkantha,COTTON,1011,3019,508
Sabarkantha,COTTON,1101,3616,558
Surat,COTTON,1605,1459,164
Surat,COTTON,1542,825,93
Surat,COTTON,1197,1280,193
Surat,COTTON,1259,897,128
Surat,COTTON,1189,664,101
Surat,COTTON,1118,832,134
Surat,COTTON,1087,740,122
Surat,COTTON,1026,556,98
Surat,COTTON,909,873,174
Surat,COTTON,945,630,120
Surat,COTTON,892,487,98
Surat,COTTON,973,903,167
Surat,COTTON,947,810,154
Surat,COTTON,955,508,96
Surat,COTTON,830,950,206
Surat,COTTON,798,631,134
Surat,COTTON,491,647,224
Surat,COTTON,624,984,268
Surat,COTTON,566,714,215
Surat,COTTON,496,475,163
Surat,COTTON,425,641,256
Surat,COTTON,380,735,329
Surat,COTTON,315,426,230
Surat,COTTON,289,379,223
Surat,COTTON,258,578,387
Surat,COTTON,245,513,356
Surat,COTTON,210,316,256
Surat,COTTON,197,310,268
Surat,COTTON,182,279,261
Surat,COTTON,120,290,411
Surat,COTTON,130,507,663
Surat,COTTON,54,93,293
Surat,COTTON,61,146,406
Surat,COTTON,67,145,368
Surat,COTTON,33,71,366
Surat,COTTON,22,38,294
Surat,COTTON,67,151,383
Surat,COTTON,50,130,442
Surat,COTTON,27,76,479
Surat,COTTON,38,58,259
Surat,COTTON,44,44,170
Surat,COTTON,31,32,175
Surat,COTTON,66,57,144
Surat,COTTON,42,99,401
Surat,COTTON,70,180,437
Surat,COTTON,55,181,559
Surat,COTTON,66,155,399
Surat,COTTON,68,218,545
Surat,COTTON,34,86,430
Amreli,COTTON,85,60,128
Amreli,COTTON,69,60,179
Amreli,COTTON,40,16,72
Amreli,COTTON,149,129,156
Amreli,COTTON,113,117,186
Amreli,COTTON,104,72,124
Amreli,COTTON,166,111,119
Amreli,COTTON,174,142,147
Amreli,COTTON,151,133,159
Amreli,COTTON,249,275,199
Amreli,COTTON,236,275,189
Amreli,COTTON,279,481,243
Amreli,COTTON,257,224,25
Amreli,COTTON,414,521,143
Amreli,COTTON,449,446,164
Amreli,COTTON,467,501,199
Amreli,COTTON,425,574,235
Amreli,COTTON,485,638,224
Amreli,COTTON,384,702,311
Amreli,COTTON,347,506,247
Amreli,COTTON,288,299,176
Amreli,COTTON,278,486,257
Amreli,COTTON,226,251,189
Amreli,COTTON,199,193,165
Amreli,COTTON,184,282,261
Amreli,COTTON,190,251,225
Amreli,COTTON,234,274,199
Amreli,COTTON,94,45,81
Amreli,COTTON,191,332,295
Amreli,COTTON,192,376,333
Amreli,COTTON,203,292,245
Amreli,COTTON,313,298,162
Amreli,COTTON,409,1271,528
Amreli,COTTON,397,739,316
Amreli,COTTON,528,1949,628
Amreli,COTTON,648,1491,391
Amreli,COTTON,787,2174,470
Amreli,COTTON,797,2282,487
Amreli,COTTON,901,3719,702
Amreli,COTTON,935,1245,226
Amreli,COTTON,731,587,137
Amreli,COTTON,843,830,167
Amreli,COTTON,888,1404,269
Amreli,COTTON,1040,3392,554
Amreli,COTTON,1164,2908,425
Amreli,COTTON,1481,5671,651
Amreli,COTTON,1943,8901,779
Amreli,COTTON,2356,8917,643
Amreli,COTTON,2271,7608,570
Bhavnagar,COTTON,283,120,154
Bhavnagar,COTTON,346,89,146
Bhavnagar,COTTON,212,124,72
Bhavnagar,COTTON,559,101,147
Bhavnagar,COTTON,511,245,188
Bhavnagar,COTTON,399,137,134
Bhavnagar,COTTON,462,139,147
Bhavnagar,COTTON,502,592,213
Bhavnagar,COTTON,287,252,159
Bhavnagar,COTTON,430,476,199
Bhavnagar,COTTON,372,433,178
Bhavnagar,COTTON,702,1044,268
Bhavnagar,COTTON,608,241,71
Bhavnagar,COTTON,699,658,170
Bhavnagar,COTTON,787,397,91
Bhavnagar,COTTON,762,973,217
Bhavnagar,COTTON,939,1097,198
Bhavnagar,COTTON,1062,1095,175
Bhavnagar,COTTON,856,1265,251
Bhavnagar,COTTON,735,727,168
Bhavnagar,COTTON,755,1255,283
Bhavnagar,COTTON,802,1252,265
Bhavnagar,COTTON,605,729,205
Bhavnagar,COTTON,740,1220,280
Bhavnagar,COTTON,727,1240,290
Bhavnagar,COTTON,858,865,171
Bhavnagar,COTTON,836,1053,214
Bhavnagar,COTTON,525,98,32
Bhavnagar,COTTON,580,1264,370
Bhavnagar,COTTON,802,2588,549
Bhavnagar,COTTON,673,1033,261
Bhavnagar,COTTON,1042,1382,225
Bhavnagar,COTTON,1063,2795,447
Bhavnagar,COTTON,1074,1842,292
Bhavnagar,COTTON,1171,4373,635
Bhavnagar,COTTON,1437,3133,371
Bhavnagar,COTTON,1763,2825,272
Bhavnagar,COTTON,1785,5026,479
Bhavnagar,COTTON,1956,4162,362
Bhavnagar,COTTON,2153,2368,187
Bhavnagar,COTTON,1870,861,78
Bhavnagar,COTTON,1987,1301,111
Bhavnagar,COTTON,1884,2891,261
Bhavnagar,COTTON,1901,4116,368
Bhavnagar,COTTON,1987,5159,441
Bhavnagar,COTTON,2246,10627,804
Bhavnagar,COTTON,2746,12735,788
Bhavnagar,COTTON,3044,14693,821
Bhavnagar,COTTON,3062,10646,591
Jamnagar,COTTON,277,120,77
Jamnagar,COTTON,125,89,126
Jamnagar,COTTON,144,124,154
Jamnagar,COTTON,104,101,175
Jamnagar,COTTON,236,245,187
Jamnagar,COTTON,201,137,124
Jamnagar,COTTON,210,139,119
Jamnagar,COTTON,156,127,147
Jamnagar,COTTON,241,188,159
Jamnagar,COTTON,202,224,199
Jamnagar,COTTON,210,244,244
Jamnagar,COTTON,280,484,251
Jamnagar,COTTON,285,249,52
Jamnagar,COTTON,259,326,148
Jamnagar,COTTON,59,59,74
Jamnagar,COTTON,183,197,197
Jamnagar,COTTON,128,172,198
Jamnagar,COTTON,332,567,220
